,statuses_count,description,friends_count,text,favourites_count,user_id,screen_name,created_at,verified,tweet_id,followers_count,location,following,retweet_count,listed_count
0,21300,● 170714 ● A girl with hormones fluctuate ●,316,"RT @WHO: #Zika 
Q: What can I do to protect myself and my family? 
A: https://t.co/3Fq6lJSQpz
#ZikaVirus https://t.co/rO68F3viKs",211,192907221,shinta_ramadina,Mon Sep 20 13:48:01 +0000 2010,False,693550598927446016,379,Indonesia,316,314,1
1,21300,● 170714 ● A girl with hormones fluctuate ●,316,"RT @WHO: Q: What is #Zika?
A: https://t.co/3Fq6lJSQpz
#ZikaVirus https://t.co/3cUlnQgloR",211,192907221,shinta_ramadina,Mon Sep 20 13:48:01 +0000 2010,False,693550598797398016,379,Indonesia,316,1195,1
2,19529,LET'S TALK ABOUT BRAZIL has problems just like any other country. I just love my country.,8884,"RT @nytimes: Tears and bewilderment in Brazilian city facing Zika crisis
https://t.co/7diQq15Zf5 https://t.co/WuKHmNuJFz",4663,971083928,MyBrazilianSoul,Mon Nov 26 01:00:05 +0000 2012,False,693550590035628032,8932,FORTALEZA - BRAZIL,8884,200,55
3,5963,"Febrile in the Top End ♉ Darwin Buffaloes FC VP - St Kilda FC member
 ⛳ gammon golfer ⛳  RT, follow ≠ endorsement",2102,"Zika virus could be bigger global health threat than Ebola, say health experts https://t.co/XNe0si1B9a",2720,57774693,JoeMartinJard,Fri Jul 17 22:19:56 +0000 2009,False,693550580426346496,925,"Nhulunbuy, Northern Territory",2102,0,19
4,3089,"autonomy & liberty. 
Our day will come",293,"GMO mosquitoes could be cause of Zika outbreak, critics say https://t.co/yXk6VJlZfN",74,397822476,martinarchy,Tue Oct 25 06:13:13 +0000 2011,False,693550577456910338,164,Newcastle,293,0,1
5,3862,Safe and environmentally friendly control of insect pests that spread disease and damage crops. Subsidiary of @Intrexon.,707,Why #mosquito control is the way forward with #Zika #Dengue and other mosquito borne diseases https://t.co/dm2l5WlccO #health #science,873,294007947,Oxitec,Fri May 06 11:12:48 +0000 2011,False,693550575926022144,1298,Oxford,707,0,91
6,2074,,855,"RT @RT_com: Brazil sends more than 200,000 troops to fight #Zikavirus https://t.co/9omHzY3NKc https://t.co/lsbZ2fRC0P",11,124482045,greciangold,Fri Mar 19 14:53:09 +0000 2010,False,693550573329625088,359,,855,80,5
7,34580,"24/7 WaterWonk. Professor, @OSUCEOAS; Technical Director, @AWRAHQ. Hydrogeologist, Hydrophilanthropist (http://t.co/4399Hn4O) Retweets not endorsements.",3948,RT @NPRHealth Puerto Rico Health Official 'Very Concerned' About Zika's Spread https://t.co/1vek9r5rJh,302,20810335,WaterWired,Fri Feb 13 21:49:27 +0000 2009,False,693550570083368960,8880,"Corvallis, Oregon, USA",3948,0,500
8,63595,Helping families with struggling teens. Addicted to politics and my rescue Persian cat.,1503,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,17637,16280644,copperbird7,Sun Sep 14 05:41:01 +0000 2008,False,693550559274487808,1702,Southwest ,1503,11,137
9,62871,Exedous 20,575,"RT @WHO: Q: What is #Zika?
A: https://t.co/3Fq6lJSQpz
#ZikaVirus https://t.co/3cUlnQgloR",35,2847901918,WilsonAnene1,Tue Oct 28 08:06:18 +0000 2014,False,693550551976562688,269,"London, England",575,1195,56
10,62871,Exedous 20,575,RT @Amaka_Ekwo: Zika virus disease: Questions and answers https://t.co/I3Rm9iod16,35,2847901918,WilsonAnene1,Tue Oct 28 08:06:18 +0000 2014,False,693550537426485248,269,"London, England",575,91,56
11,26,College student. Studying agriculture. Loves country and rock music. Cares about animals and the environment. Need to improve third eye energy.,107,Jamaica reports its first case of Zika virus https://t.co/prL1sAtjqp via @usatoday,0,4813688960,daniellemccros2,Mon Jan 25 19:55:30 +0000 2016,False,693550535299854336,22,washington,107,0,1
12,1750,"Open 7 days a week! Roswell Urgent Care is committed to delivering quality care, convenient hours, prompt service and low costs to our patients.",494,All the Way Humans Try to Kill Mosquitos—and Why We're Still Losing https://t.co/1CHx0kLIQl,36,1586675600,RoswellCare,Thu Jul 11 19:53:20 +0000 2013,False,693550521601376256,175,"Roswell, GA",494,0,6
13,62871,Exedous 20,575,RT @FoxNews: Dr. Thomas Frieden on Zika virus: “Pregnant women should not go to a country where Zika is spreading.” #Greta https://t.co/YZc…,35,2847901918,WilsonAnene1,Tue Oct 28 08:06:18 +0000 2014,False,693550510201311232,269,"London, England",575,123,56
14,538278,I am a Medical graduate from Delhi University who  has specialised in Computational Biology from Jawaharlal Nehru University.,783,How Climate Change Could Spread Diseases Like Zika https://t.co/RQRNr7YHaR,13,15936294,animesh1977,Thu Aug 21 20:16:22 +0000 2008,False,693550507328147456,1169,"Bergen, Norway",783,0,172
15,17695,KSPS GM. Proud citizen of of the Inland Northwest. Honorary Canadian. Opinions are my own. #WhatsOnKSPS,103,RT @novapbs: This man thought there was a 9th planet inside Mercury's orbit.  https://t.co/OJIGbGPPmM #NOVAnext Week in Review https://t.co…,7,71542666,GaryStokesKSPS,Fri Sep 04 14:06:53 +0000 2009,False,693550498234900480,161,"Spokane, WA",103,7,42
16,110,The school that leads to Jesus!,1,Sharing the most comprehensive article about Zika on the link below. [Disclaimer: author/ external site is not... https://t.co/SFKeFhfIVK,0,307939276,BSDASOnline,Mon May 30 15:14:21 +0000 2011,False,693550490001416192,4,"Baguio City, Philippines",1,0,0
17,38514,r u from europe cause europiece of ....,904,"RT @Thee_RG7: ""@_Mbaduu: chik v , ebola now zika virus."" n there's more to come",3270,746582438,Neesee__x,Thu Aug 09 05:06:31 +0000 2012,False,693550488394948608,1335,The Motherland ,904,1,7
18,4422,plucky teen detective,555,one of the most grievous and underdiagnosed symptoms of the mosquito-born Zika virus is Mardi Gras fever,3891,19580877,NardDawg,Tue Jan 27 06:52:52 +0000 2009,False,693550486889189376,330,Bywater / Bernal Heights ,555,0,16
19,453,"Shop 3A, Savannah Plaza○Earth Elements Jamaica is an all-natural, organic, skin, hair and body care supplies store. For delivery call/whatsapp 18764052331",146,Protect your self against the Zika Virus https://t.co/ZQcu3UHyL3,107,2779016207,EarthElementsJA,Sun Sep 21 14:22:52 +0000 2014,False,693550480874672128,199,35 - 41 Constant Spring Rd,146,0,1
20,836,,253,RT @gmanews: Why the Zika virus is causing alarm in the Americas https://t.co/CAtG14BMKI,2294,3730313122,johncarl2175,Mon Sep 21 17:14:38 +0000 2015,False,693550456660959233,52,,253,7,0
21,17456,"#HIPAA Health Data #Privacy De-identification, HIV/Inf Dis/Computnl/Digital Epidemiology, Vaccinology, #DataScience, #BigData, #GIS, UrbanScience, Public Policy",6766,"RT @robindashrink: @dbarthjones Just as Rubella screening ends https://t.co/ARXWC5VySa, Zika threatens https://t.co/bGKets5nMJ https://t.co…",11299,101806923,dbarthjones,Mon Jan 04 16:54:00 +0000 2010,False,693550454760935428,6160,"Columbia University, NYC",6766,1,618
22,453,"Shop 3A, Savannah Plaza○Earth Elements Jamaica is an all-natural, organic, skin, hair and body care supplies store. For delivery call/whatsapp 18764052331",146,Protect yourself against the Zika virus https://t.co/TcpAQVSKi1,107,2779016207,EarthElementsJA,Sun Sep 21 14:22:52 +0000 2014,False,693550454005960708,199,35 - 41 Constant Spring Rd,146,0,1
23,62871,Exedous 20,575,RT @FoxNews: .@DrFriedenCDC on Zika virus: “4 out of 5 people who have Zika don’t have symptoms at all.” #Greta https://t.co/hm7dAWmFGw,35,2847901918,WilsonAnene1,Tue Oct 28 08:06:18 +0000 2014,False,693550421583994880,269,"London, England",575,156,56
24,235,,98,"RT @goodhealth: The Zika virus could be spread through sex, cases suggests: https://t.co/ADTK2HwpTu https://t.co/QirOhZFaoO",216,130546716,ambare972,Wed Apr 07 16:18:48 +0000 2010,False,693550419025477638,20,,98,17,0
25,1170,"Hunter, trapper, outdoorsman and dad. 
Passionate about sustainability. 
Mindfulness practicioner. 
No work related tweets or followings.",447,"GMO mosquitoes could be cause of Zika outbreak, critics say https://t.co/MaO5f6T0sn",807,397449993,elvinhunts,Mon Oct 24 18:13:47 +0000 2011,False,693550404206985216,205,New England,447,0,11
26,2758,"Happy, blessed, and forgiving.",131,RT @PeterHotez: I'm scheduled to be on @CNN @NewDay tomorrow late AM discussing #Zika links to poverty where it will strike the poor https:…,4142,2812446430,king_zondra,Tue Oct 07 02:49:54 +0000 2014,False,693550399517782017,129,,131,20,6
27,7370,numero uno | music lover-hip hop/neo soul and good music | fairness & being just | Kenyan & Global Citizen,1832,Confirmed cases of Zika virus in Cape Verde. How will Africa cope with this outbreak when #AU is busy fighting the ICC?,9582,1652480456,EricJowi,Wed Aug 07 09:07:46 +0000 2013,False,693550394828537856,1427,"Nairobi, Kenya",1832,0,7
28,170517,,576,Over 2000 Pregnant Women Infected With Zika in Colombia - Voice of America https://t.co/bNwsNMPpBW #health,0,524606927,coreburnflat,Wed Mar 14 18:30:31 +0000 2012,False,693550392831930368,781,,576,0,88
29,170517,,576,"The Latest: Obama, Brazil's Rousseff discuss spread of Zika - Washington Post https://t.co/AuBDp13eko #health",0,524606927,coreburnflat,Wed Mar 14 18:30:31 +0000 2012,False,693550391695392768,781,,576,0,88
30,1193,,16,"RT @guardian: Zika virus could be bigger global health threat than Ebola, say health experts https://t.co/Ivkmr7v6jp",2360,2273154285,VtSusie,Fri Jan 10 15:56:30 +0000 2014,False,693550357138522112,46,,16,149,1
31,15654,Believer|Vegan|Runner|Doc Student|Blogger|Chocoholic,2405,RT @novapbs: This man thought there was a 9th planet inside Mercury's orbit.  https://t.co/OJIGbGPPmM #NOVAnext Week in Review https://t.co…,95028,43840011,thegemmadiaries,Mon Jun 01 05:58:25 +0000 2009,False,693550344018595840,1415,"San Antonio,TX",2405,7,139
32,1007,"Software engineer @Fluo (ex @XebiaFr), theater actor.",258,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",54,24861383,flornt,Tue Mar 17 09:42:00 +0000 2009,False,693550339820249088,178,Paris,258,29,30
33,215032,,4803,"RT @NeilYoungSaveUs: highly probable the virus was actually CREATED by the #GMO #mosquitos. The Orwellian Response is to ""fight"" it with th…",10011,728180250,ZaRdOz420WPN,Tue Jul 31 11:29:00 +0000 2012,False,693550335508488192,4566,Appalachia,4803,1,371
34,38874,,1112,RT @TheWorldPost: What the response to the Ebola crisis can teach us about the Zika outbreak https://t.co/G88N1Rx1I3 https://t.co/rJjrHVg0BT,21857,312270148,PaulHofada,Mon Jun 06 21:12:06 +0000 2011,False,693550331398078464,1114,Marseille,1112,3,67
35,1147,Uniting people and solutions from around the world to build ONE sustainable city from scratch. Follow us on Facebook: https://t.co/lFLIDSJaRj,2876,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,134,2830165742,Qetema,Wed Sep 24 16:47:16 +0000 2014,False,693550320933298176,2792,"London, UK",2876,11,56
36,3176,,14,"""disease demons in Greece, to instruments of population control and herding in Rome.""
https://t.co/Q876HMZn0k
#ZikaVirus
#Zika
#Viruses2016",38,58598957,ShaneKimmins,Mon Jul 20 21:38:23 +0000 2009,False,693550312876023808,50,Santa Fe,14,0,16
37,3862,Safe and environmentally friendly control of insect pests that spread disease and damage crops. Subsidiary of @Intrexon.,707,RT @jenkers_en: A wacky conspiracy is circulating about #Zika and GMOs  and it needs to stop https://t.co/vsYcgJAfpy https://t.co/SIiFKbnNPL,873,294007947,Oxitec,Fri May 06 11:12:48 +0000 2011,False,693550310745317376,1298,Oxford,707,2,91
38,3607,"Find a doctor you’ll love. Search 1,000,000 doctors by specialty, location or insurance.",589,RT @HHSGov: Here's what you need to know about the #ZikaVirus and who it could impact: https://t.co/1JLUfvySOM https://t.co/3RQdwdPbvc,1273,244688904,BetterDoctor,Sat Jan 29 22:22:30 +0000 2011,False,693550296308518913,1359,"San Francisco, CA",589,117,193
39,2333,This account is not affiliated with JetBlue Airways.,180,JetBlue joins list of airlines refunding travel to Zika-hit areas https://t.co/4id8XTw9Rt,0,1119352406,iJetBlueAirways,Fri Jan 25 13:43:22 +0000 2013,False,693550290641899520,298,,180,0,3
40,29851,I have been all over the world while in the Navy.  I am disabled and love to write.,6575,Fears Rise as Zika Virus Speads https://t.co/0IAyLvaz4s,8448,435157422,mark10210mea,Mon Dec 12 18:54:27 +0000 2011,False,693550272216432640,9766,"Huntingdon, TN",6575,0,208
41,17051,Freelance gamer. Web geek. Twitter ninja. Prone to fits of apathy. Certified reader. Total social media trailblazer. Extreme thinker.,1,What The Ebola Crisis Can Teach Us About Responding To The Zika Outbreak https://t.co/x66aNmscRA,0,1630087104,HeatherPrice82,Mon Jul 29 11:07:21 +0000 2013,False,693550269343363073,23,"Lombard, IL",1,0,11
42,11909,Global Point Forecasting System,62,How #climate Change Could Spread Diseases Like Zika https://t.co/5kVJWgnDMg,1,3301926908,gridpointwx,Fri Jul 31 00:23:59 +0000 2015,False,693550262913519616,55,,62,0,26
43,5,,132,Zika virus: three returning UK travellers diagnosed https://t.co/d2QQ8OjoT4,10,4836814970,tretuky2016,Sat Jan 30 21:31:11 +0000 2016,False,693550259767681024,7,,132,0,0
44,17839,"Meteorologist from New York. I am interested in the #environment, #weather or #climate. https://t.co/EZIu1X2L6A & https://t.co/bOrUdpTp8e",10415,How #climate Change Could Spread Diseases Like Zika https://t.co/wO7AsUQK5u,234,3111226033,TimMelino,Fri Mar 27 19:57:18 +0000 2015,False,693550256399712256,11412,NY,10415,0,161
45,6614,"garden artist, writer, consultant, activist. Angry-Zionist, Happy Person, Fierce Advocate for Truth",703,RT @HuffingtonPost: An infectious disease specialist explains all you need to know about Zika virus https://t.co/1rb29MDjet https://t.co/2b…,1220,148092781,roarmore4,Tue May 25 20:38:17 +0000 2010,False,693550250963922946,305,Connecticut,703,105,16
46,741,Psychologist Rosanne Bostonian Transitions to Holistic Health Practice,29,RT @NPRHealth: Puerto Rico Health Official 'Very Concerned' About Zika's Spread https://t.co/0gmIpYQlvJ,0,3105214783,RosannBostonian,Mon Mar 23 17:45:29 +0000 2015,False,693550248556392448,16,"Florham Park, New Jersey",29,5,0
47,6522,"writer, teacher, tutor, yogini, momma, partner",508,RT @NewsHour: How does Zika virus shrivel a baby’s brain and other FAQs https://t.co/SZOE71r5jm,609,109865107,clutzclemens,Sat Jan 30 14:50:43 +0000 2010,False,693550246534725632,297,US,508,17,21
48,7257,What's Happening in Turkey?,1600,"#WorldinFocus: The Spread of Zika &amp;amp; Reproductive Rights
 https://t.co/YRVA4TRkey https://t.co/BW162bNZ4K",0,4504451535,whatsinturkey,Wed Dec 16 16:08:32 +0000 2015,False,693550244617826305,2466,,1600,0,28
49,118843,A Few Good People... || Man United FC || FC Bayern Munich || Sagittarius,919,RT @OluwaDoDz4Me_eB: Zika virus being spread round the american continent now is caused by mosquitoes.  https://t.co/6V8o3UWBzh,153,137979677,gBK__,Wed Apr 28 08:49:29 +0000 2010,False,693550242084487168,1558,Lagos ,919,3,32
50,117886,Pedagoga- Pós Graduada Especialista em Controle de Poluição Ambiental- Gestão Ambiental e Desenvolvimento Sustentável - FGV,1637,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,6292,313351628,EFeij,Wed Jun 08 14:38:27 +0000 2011,False,693550237953187841,1798,Rio de Janeiro,1637,11,48
51,68,"If my views are not my own, then something's gone seriously wrong!",363,RT @nntaleb: Worth investigating; extremely worhty of investigation. https://t.co/lldl1nil1B,5,233268271,Roddy5211,Sun Jan 02 19:55:41 +0000 2011,False,693550211365478400,45,"sligo, ireland",363,83,0
52,6807,#Jesus     #IAmSecond     #ACNA  #ReaganConservative #DefundPP #RepublicOfTexas  #FairTax,1679,RT @Juan_Sallach: New Weapon to Fight Zika: The Mosquito https://t.co/GpS27ZxJLA https://t.co/jl7zMfzv30,805,74771026,mbretttx,Wed Sep 16 16:30:11 +0000 2009,False,693550203433914368,1404,U-S-A !!!,1679,1,39
53,50317,"Advocating for reform of the criminal justice system,reform for police,fighting for civil & human rights for people of color! #JusticeOrElse✊
#Blacklivesmatter",1415,"RT @deray: At least 20,000 infected by Zika virus in Colombia https://t.co/TePrgdtboZ",42807,423717038,elaineprettyeye,Mon Nov 28 21:12:45 +0000 2011,False,693550203039793155,1372,Amerikkka,1415,163,62
54,10659,"At TRT World, audiences can expect balanced, in-depth reporting with a focus on global responsibility.",0,"#WorldinFocus: The Spread of Zika &amp; Reproductive Rights
https://t.co/5TlagyE8aP https://t.co/u1UoUbxuFM",0,3091150576,trtworld,Fri Mar 13 11:23:42 +0000 2015,True,693550198103117827,15058,Istanbul,0,0,155
55,4983,Cocktail napkin artist.,415,Don't worry Steve Harvey will send it to the Philippines.    https://t.co/RnzYJFSQzW,10156,22552461,jasonlonglaughs,Mon Mar 02 23:28:43 +0000 2009,False,693550197910048768,169,Seattle,415,0,4
56,2496,"The Utah Chapter Sierra Club is working to protect communities & our environment through educational & legal programs, legislative & political activism.",1100,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,7,1736354400,UtahSierran,Fri Sep 06 18:55:39 +0000 2013,False,693550182194020352,563,"Salt Lake City, Utah",1100,11,35
57,6604,"Environmental Scientist/Consultant: Molecular (Abiotic-Stress) Plant Physiologist, Green Roofs and Green Walls, Air Quality, Drought and Salinity expert -",585,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,73,1078549772,husain_shaz,Fri Jan 11 05:03:25 +0000 2013,False,693550177412587520,648,Ontario - Canada,585,11,64
58,42836,http://t.co/glTvl6mGnB,3857,Should We Cancel Our Honeymoon? Seven Questions About Zika https://t.co/AC4RjEmhUz,15378,2798317598,JayneLoganMxxx,Mon Sep 08 17:39:49 +0000 2014,False,693550171750158336,2269,"Calgary, Alberta, Canada ",3857,0,585
59,9301,"PhD. Tropical Medicine, interested in #NTDs #leishmaniasis #dengue #Zika #Chikungunya #NTDs_MENA #refugees_crisis #Syria #MENA (Husband to the best wife)",725,"RT @Reuters_Health: More than 2,100 pregnant Colombian women infected with Zika virus https://t.co/vVyS3jDwpY",5696,427424816,AlsalemwWaleed,Sat Dec 03 14:23:10 +0000 2011,False,693550162988421120,659,"Liverpool, England",725,27,34
60,9792,"Doctoral researcher, @StAntsCollege, Oxford. Late Ottoman, Egypt, Islamic history. Mideast analyst, ECFR.",1244,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",58,49069711,Hammonda1,Sat Jun 20 18:02:31 +0000 2009,False,693550155300212736,6432,"ÜT: 6.0086609,80.24999",1244,29,356
61,102117,Living the Dream in The City of Angels. Chicago wizdom after Chattanooga childhood. #HighOnLife #NoDaysOff,2212,RT @Build3dprinter: How Climate Change Could Spread Diseases Like Zika https://t.co/1Lj2sdtMyW,41607,233577630,NMcCay,Mon Jan 03 16:04:43 +0000 2011,False,693550148048171008,1048,Universe ,2212,1,199
62,39,TOP SECRET,42,YES I DID START OPERATIONS CONCERNING THE VACCINES THAT WILL BE REQUIRED FOR THE ZIKA VIRUS WITH LIMITED US INVOLVEMENT BUT THEY WILL SUFFER,25,4276641193,REPINSM107,Wed Nov 18 07:54:22 +0000 2015,False,693550138560614400,11,TROPICANA,42,0,0
63,11471,This official UT Southwestern Medical Center Twitter account will highlight news alerts and information from our blogs.,1539,"While some travelers have returned from abroad with Zika virus, no one has contracted it yet in the U.S. #yourpregnancydfw",109,24183598,UTSWNews,Fri Mar 13 14:55:59 +0000 2009,False,693550128972587008,6243,"Dallas, Texas",1539,0,275
64,92505,"Jamaica's most trusted news source for 180 years. Where life unfolds. Follow for news, sports, business, lifestyle, entertainment and commentary.",384,ZIKV Facts: Zika virus and pregnancy ... Frequently asked questions - https://t.co/lyAu7LCy9S,34,40954616,JamaicaGleaner,Mon May 18 20:04:59 +0000 2009,False,693550127684947968,164804,Jamaica,384,0,1135
65,439,The official twitter page of Florida Blue Governmental Relations is dedicated to promoting the mission of Florida Blue through education and advocacy.,616,RT @NPRHealth: Puerto Rico Health Official 'Very Concerned' About Zika's Spread https://t.co/0gmIpYQlvJ,107,2885053898,FLBlueAdvocacy,Fri Oct 31 12:48:31 +0000 2014,False,693550126841909248,215,,616,5,3
66,62982,"Sandy Hook Elementary School Always Remember; Never Forget -- #DemandAction 
I'm a Sjogren's Syndrome Warrior.
#UniteBlue",1753,RT @washingtonpost: A country with the world’s worst homicide rate now grapples with Zika https://t.co/ZC1nuXz9g7,3009,22421834,Shalyn67,Sun Mar 01 23:27:42 +0000 2009,False,693550124845375490,1899,United States,1753,48,120
67,9301,"PhD. Tropical Medicine, interested in #NTDs #leishmaniasis #dengue #Zika #Chikungunya #NTDs_MENA #refugees_crisis #Syria #MENA (Husband to the best wife)",725,RT @Mozziebites: “In terms of reducing disease you don’t even have to eradicate all the mosquitoes in the world.” https://t.co/rBluWoV4Uu #…,5696,427424816,AlsalemwWaleed,Sat Dec 03 14:23:10 +0000 2011,False,693550112581246976,659,"Liverpool, England",725,3,34
68,20142,Cool | Adventurous | IT Systems/Network Engineer | Avid Reader | Blunt | Strategist | Analyst | Writer | #Swissgolden | #Leo.,549,"RT @Elombah: At least 20,000 infected by Zika virus in Colombia... https://t.co/jQucatUuBi",46,501506669,valexzky,Fri Feb 24 06:16:57 +0000 2012,False,693550106122010628,591,"Abuja, Nigeria",549,2,19
69,15654,Believer|Vegan|Runner|Doc Student|Blogger|Chocoholic,2405,RT @NPRHealth: Puerto Rico Health Official 'Very Concerned' About Zika's Spread https://t.co/0gmIpYQlvJ,95028,43840011,thegemmadiaries,Mon Jun 01 05:58:25 +0000 2009,False,693550106071605248,1415,"San Antonio,TX",2405,5,139
70,60542,@ me,559,RT @washingtonpost: A country with the world’s worst homicide rate now grapples with Zika https://t.co/ZC1nuXz9g7,4533,377738563,_Nona_No,Thu Sep 22 01:28:07 +0000 2011,False,693550104385576961,645,,559,48,10
71,976,USA Today bestselling author of fantasy and science fiction. Read one of my books for free: http://t.co/vfd676K3qZ,653,"@IlanaCT @hannahnpbowman @BrianStaveley The aliens in Earthrise (sci-fi WIP) use zika in chemical warfare, so it's kind of a mosquito story.",351,124619855,DanielArenson,Sat Mar 20 01:02:46 +0000 2010,False,693550091634765824,1226,,653,0,75
72,50492,Am A Very Private Person.........,650,RT @OluwaDoDz4Me_eB: Zika virus being spread round the american continent now is caused by mosquitoes.  https://t.co/6V8o3UWBzh,133,79563407,DJJABTICS,Sat Oct 03 20:56:49 +0000 2009,False,693550084454236160,574,"Awka, Nigeria",650,3,37
73,56548,,110,RT @sunriseon7: SOON: Zika virus found in Australia. Is this our next global health crisis? #sun7,81977,2240766774,CMincham,Wed Dec 11 13:15:54 +0000 2013,False,693550068293435392,402,,110,5,171
74,14484,"Director de ECODES. Frontier. I am looking for accomplices to build a new economy: greener, inclusive and more responsible. #RSE España",3966,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,10453,189663569,vinuales81,Sat Sep 11 22:01:55 +0000 2010,False,693550063566655488,5076,,3966,11,332
75,96940,The best of the Catholic Twittesphere. 100% unofficial. Following or retweeting doesn't necessarily mean endorsement or agreement. DMs not answered.,5510,"RT @cnalive: Blog: https://t.co/OraSsYtXtW Snow altars and Leonardo DiCaprio, Bless the Lord: This week in Catholic news (1/29) https://t.c…",0,249798704,CatholicRetweet,Wed Feb 09 20:15:08 +0000 2011,False,693550050782375936,5611,"The US, Rome, Everywhere.",5510,6,104
76,419,Reader ✦ News addict ✦ Performance Artist ✦ Incurable troublemaker,1569,Jamaica reports its first case of Zika virus #HoraceDalley https://t.co/NaVekHj402 https://t.co/g1lVfYGRnP,0,4535178312,StfniPrsson990,Sat Dec 12 05:58:56 +0000 2015,False,693550028078477312,284,,1569,0,87
77,1898,"Lyme Ontario is a registered, not for profit organization. Providing patient support, education and awareness as well as scientific research on ticks in Canada.",126,RT @Imperial_IGHI: #Zika outbreak: Brazil's race to find a #vaccine https://t.co/FC9pRDXQVl #ZikaVirus #Zika @bbchealth @IDI_Imperial @Infe…,644,2974942563,LymeOntario,Mon Jan 12 17:11:51 +0000 2015,False,693550022693027841,319,"Ancaster, ON",126,6,11
78,579,"Birth Doula, Childbirth Educator, Breastfeeding Counselor, Bra Fitter,",384,Afraid of Zika? I think I know how you feel https://t.co/UApmsIotgq,1,1191743791,BrightBirths,Mon Feb 18 01:55:52 +0000 2013,False,693550016191864833,85,Montana,384,0,0
79,212,"Convenor, Tourism Management for International Students, School of Tourism Management, Capilano University. Instructor, Langara School of Management.",178,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,117,125440019,henrychow2001,Mon Mar 22 20:34:02 +0000 2010,False,693550014363119616,67,"Vancouver, BC, Canada",178,11,3
80,57,,45,Zika virus: What you need to know - https://t.co/QUuGyegmcE,2,169350626,vcalanav,Thu Jul 22 03:45:23 +0000 2010,False,693550014208086016,29,,45,0,0
81,245994,"Interested in Truth and how it leads to freedom, smaller and more virtuous government, and an honest currency for all nations, that is to say, NOT fiat.",3250,"RT @freakonometrics: ""Genetically modified mosquitoes released in Brazil in 2015 linked to the current Zika epidemic?"" https://t.co/MWvmrXM…",190143,912583795,sustain05,Mon Oct 29 14:41:00 +0000 2012,False,693550014019276800,3440,,3250,29,233
82,12845,"Mass Times
Weekdays: 8:30 a.m. Monday, Tuesday, Wednesday and Friday
Weekends: Saturday 5 p.m. Sunday 7, 9 and 11:00 a.m.
Holy Days: 8:30 a.m. and 7:30 p.m.",2033,"RT @cnalive: Blog: https://t.co/OraSsYtXtW Snow altars and Leonardo DiCaprio, Bless the Lord: This week in Catholic news (1/29) https://t.c…",25,16140538,CCCarolstream,Fri Sep 05 04:41:52 +0000 2008,False,693550005785890817,677,"Carol Stream, IL",2033,6,30
83,815,"Surgical patient advisor at Cadogan clinic - loves art, painting, yoga, inspirational people, health & beauty, anti ageing, travelling, fitness,culture, life ❤️",480,RT @wellcometrust: How does Aedes aegypti mosquito transmit diseases like #Zika and #Dengue? Find out: https://t.co/dvImXedXkG https://t.co…,1558,3412491220,tesscadogan,Mon Aug 10 10:57:52 +0000 2015,False,693549998978506752,348,"Kensington, London",480,34,26
84,34844,"Retired, Grandmother, stroke survivor & now that Democracy has returned to Canada, let's look at taking climate action",157,RT @ClimateReality: Climate change is helping the spread of diseases like the Zika virus https://t.co/f8oCo6B9Kn #ActOnClimate https://t.co…,12940,2811644853,lynn_carleton,Mon Oct 06 21:48:28 +0000 2014,False,693549996168351744,460,"Pierrefonds,Québec, Canada",157,11,115
85,15971,Uzun lafa gerek yok,2412,Zika is a type of biological war.,18526,194506608,birolertan,Fri Sep 24 09:03:36 +0000 2010,False,693549989323210752,2760,Ankara / TÜRKİYE,2412,0,8
86,519839,submit any ideas for the future. We need new ideas for the future if we are going to have a future + TODAYS LATEST RELEVANT NEWS,2839,Zika virus: Olympic venues to be inspected daily before and during Games https://t.co/2JngpBYDkB via @Instapaper,52,259202358,ideas4thefuture,Tue Mar 01 10:46:44 +0000 2011,False,693549988241080320,5781,Clackmannan in Scotland,2839,0,367
87,131236,https://t.co/SJp16BkRhh,40,How Climate Change Could Spread Diseases Like Zika {time} https://t.co/eVmU2IaWsN,0,3892086198,tking2852,Wed Oct 14 13:41:02 +0000 2015,False,693549982293565440,71,,40,0,60
